76|18
58|19
58|49
44|59
44|16
44|25
59|33
59|35
59|51
59|71
79|28
79|76
79|18
79|63
79|44
99|85
99|79
99|55
99|36
99|33
99|63
86|73
86|63
86|18
86|48
86|35
86|11
86|57
98|82
98|76
98|35
98|99
98|32
98|79
98|95
98|29
46|48
46|57
46|75
46|49
46|13
46|98
46|93
46|45
46|44
56|17
56|32
56|86
56|53
56|37
56|36
56|55
56|24
56|11
56|85
85|39
85|92
85|84
85|25
85|45
85|54
85|51
85|61
85|78
85|59
85|21
93|99
93|61
93|82
93|21
93|54
93|56
93|92
93|79
93|58
93|33
93|95
93|24
32|57
32|37
32|19
32|44
32|85
32|13
32|28
32|17
32|55
32|48
32|53
32|78
32|11
35|32
35|92
35|33
35|28
35|79
35|56
35|36
35|54
35|61
35|19
35|71
35|13
35|24
35|16
45|76
45|32
45|71
45|79
45|58
45|24
45|99
45|42
45|51
45|54
45|82
45|29
45|25
45|33
45|84
37|59
37|75
37|86
37|39
37|63
37|57
37|93
37|44
37|11
37|42
37|85
37|18
37|16
37|53
37|36
37|48
18|61
18|21
18|51
18|84
18|73
18|17
18|45
18|39
18|35
18|59
18|48
18|31
18|53
18|54
18|75
18|71
18|25
13|75
13|78
13|86
13|45
13|85
13|59
13|21
13|82
13|39
13|63
13|18
13|17
13|11
13|93
13|44
13|98
13|42
13|31
53|54
53|42
53|75
53|35
53|21
53|31
53|71
53|79
53|99
53|92
53|58
53|98
53|51
53|25
53|45
53|84
53|93
53|61
53|82
63|31
63|59
63|61
63|75
63|25
63|82
63|51
63|35
63|93
63|17
63|84
63|54
63|98
63|42
63|45
63|11
63|48
63|73
63|21
63|39
42|35
42|95
42|54
42|56
42|19
42|33
42|92
42|71
42|24
42|32
42|76
42|51
42|21
42|49
42|55
42|79
42|29
42|58
42|61
42|28
42|25
29|63
29|32
29|76
29|85
29|44
29|19
29|86
29|16
29|49
29|95
29|18
29|37
29|57
29|28
29|55
29|79
29|36
29|11
29|13
29|46
29|24
29|48
19|49
19|31
19|18
19|75
19|73
19|13
19|16
19|44
19|53
19|86
19|36
19|48
19|63
19|39
19|98
19|78
19|46
19|85
19|57
19|37
19|11
19|17
19|59
51|36
51|79
51|92
51|24
51|71
51|54
51|19
51|33
51|61
51|37
51|29
51|44
51|28
51|32
51|76
51|99
51|95
51|35
51|46
51|56
51|55
51|13
51|58
51|49
75|71
75|51
75|35
75|42
75|33
75|25
75|82
75|56
75|29
75|99
75|73
75|61
75|79
75|93
75|58
75|59
75|84
75|39
75|31
75|98
75|21
75|45
75|92
75|54
54|32
54|99
54|76
54|55
54|61
54|49
54|29
54|28
54|24
54|33
54|13
54|46
54|79
54|95
54|86
54|37
54|36
54|19
54|56
54|71
54|92
54|58
54|44
54|16
78|99
78|92
78|75
78|71
78|29
78|59
78|93
78|25
78|33
78|45
78|51
78|21
78|61
78|39
78|42
78|58
78|82
78|54
78|73
78|98
78|31
78|53
78|84
78|35
84|56
84|79
84|95
84|32
84|29
84|71
84|36
84|19
84|33
84|24
84|92
84|99
84|54
84|51
84|55
84|37
84|28
84|58
84|13
84|61
84|46
84|35
84|76
84|49
71|76
71|33
71|57
71|36
71|16
71|13
71|99
71|85
71|86
71|19
71|29
71|95
71|58
71|24
71|37
71|32
71|63
71|46
71|28
71|79
71|49
71|44
71|56
71|55
95|63
95|78
95|85
95|57
95|19
95|46
95|44
95|55
95|17
95|48
95|39
95|18
95|11
95|75
95|76
95|86
95|37
95|36
95|53
95|49
95|73
95|28
95|13
95|16
28|48
28|13
28|17
28|36
28|86
28|11
28|55
28|63
28|49
28|37
28|31
28|16
28|44
28|85
28|76
28|53
28|39
28|57
28|19
28|78
28|46
28|73
28|75
28|18
92|56
92|76
92|95
92|33
92|24
92|36
92|63
92|79
92|71
92|32
92|16
92|57
92|37
92|99
92|29
92|46
92|19
92|44
92|58
92|86
92|49
92|55
92|28
92|13
11|84
11|25
11|18
11|73
11|92
11|98
11|61
11|82
11|59
11|35
11|93
11|54
11|45
11|39
11|48
11|75
11|71
11|31
11|17
11|51
11|21
11|78
11|42
11|53
55|49
55|11
55|16
55|76
55|46
55|85
55|37
55|44
55|73
55|36
55|75
55|57
55|63
55|31
55|17
55|86
55|48
55|18
55|39
55|13
55|53
55|78
55|19
55|59
31|51
31|59
31|82
31|95
31|42
31|71
31|25
31|58
31|24
31|45
31|21
31|61
31|84
31|99
31|92
31|56
31|33
31|54
31|79
31|35
31|29
31|93
31|98
31|32
73|54
73|42
73|71
73|84
73|33
73|93
73|24
73|92
73|79
73|99
73|25
73|31
73|82
73|29
73|59
73|21
73|35
73|32
73|56
73|58
73|98
73|45
73|51
73|61
48|53
48|75
48|58
48|78
48|25
